"EmployeeSaleID";"Time_TimeID";"Employee_EmployeeID";"TotalSale";"Commission"
506;59;11;1372.57;68.63
507;60;1;2632.1;500.1
508;60;2;988.65;79.09
509;60;3;1560.83;109.26
510;60;6;1528.1;61.12
511;61;1;148.69;28.25
512;61;2;1029.58;82.37
513;61;3;968.05;67.76
514;61;6;423.07;16.92
515;61;7;2647.83;529.57
516;61;8;2962.39;355.49
517;61;9;1320.49;237.69
518;61;11;622.27;31.11
519;62;2;432.04;34.56
520;62;3;683.26;47.83
521;62;5;421.38;12.64
522;62;6;34.06;1.36
523;62;7;2056.77;411.35
524;62;8;1040.53;124.86
525;62;9;373.32;67.2
526;62;10;1484.76;103.93
527;63;1;638.68;121.35
528;63;2;1059.03;84.72
529;63;3;1014.92;71.04
530;63;4;186.03;16.74
531;63;5;320.69;9.62
532;63;7;1871.41;374.28
533;63;8;1433.18;171.98
534;63;9;910.94;163.97
535;63;11;2032.19;101.61
536;64;1;441.48;83.88
537;64;3;9.49;0.66
538;64;5;436.16;13.08
539;64;6;399.81;15.99
540;64;7;1058.18;211.64
541;64;8;2118.82;254.26
542;64;10;749.06;52.43
543;64;11;1349.14;67.46
544;65;1;430.71;81.83
545;65;2;450.4;36.03
546;65;4;507.95;45.72
547;65;5;139.64;4.19
548;65;6;1397.82;55.91
549;65;7;3485.16;697.03
550;65;8;1868.12;224.17
551;65;9;678.4;122.11
552;65;11;1011.72;50.59
553;66;1;997.07;189.44
554;66;2;1523.81;121.9
555;66;3;732.58;51.28
556;66;4;497.05;44.73
557;66;6;928.54;37.14
558;66;7;2158.87;431.77
559;66;8;1249.25;149.91
560;66;9;862.49;155.25
561;66;10;1122.7;78.59
562;66;11;74.31;3.72
563;67;1;1648.35;313.19
564;67;2;1599.8;127.98
565;67;3;2285.49;159.98
566;67;6;2343.91;93.76
567;68;1;273.49;51.96
568;68;2;106.66;8.53
569;68;4;540.59;48.65
570;68;5;644.91;19.35
571;68;6;17.88;0.72
572;68;7;428.0;85.6
573;68;8;1438.52;172.62
574;68;9;457.89;82.42
575;68;10;709.75;49.68
576;68;11;455.1;22.76
577;69;2;892.59;71.41
578;69;3;1128.46;78.99
579;69;4;35.09;3.16
580;69;5;672.43;20.17
581;69;6;432.4;17.3
582;69;7;917.74;183.55
583;69;8;1228.47;147.42
584;69;9;154.75;27.86
585;69;11;975.45;48.77
586;70;1;366.85;69.7
587;70;4;446.15;40.15
588;70;6;1195.19;47.81
589;70;7;2123.1;424.62
590;70;8;1289.09;154.69
591;70;9;696.14;125.31
592;70;10;510.56;35.74
593;70;11;1062.86;53.14
594;71;1;760.52;144.5
595;71;2;1055.52;84.44
596;71;3;1558.51;109.1
597;71;5;190.06;5.7
598;71;6;248.56;9.94
599;71;7;1834.88;366.98
600;71;8;3221.04;386.52
601;71;9;849.11;152.84
602;71;11;151.89;7.59
603;72;1;558.29;106.08
604;72;2;134.31;10.74
605;72;3;1392.19;97.45
606;72;4;335.4;30.19
607;72;5;669.34;20.08
608;72;6;804.23;32.17
609;72;7;505.15;101.03
610;72;8;1474.04;176.88
611;72;9;185.94;33.47
612;72;10;1205.52;84.39
613;72;11;755.48;37.77
614;73;1;1265.35;240.42
615;73;2;833.84;66.71
616;73;3;590.0;41.3
617;73;5;130.57;3.92
618;73;6;1472.3;58.89
619;73;7;1921.56;384.31
620;73;8;2778.62;333.43
621;73;11;1258.96;62.95
622;74;1;2817.25;535.28
623;74;2;1275.64;102.05
624;74;3;1828.83;128.02
625;74;6;2219.77;88.79
626;75;1;1130.04;214.71
627;75;2;974.38;77.95
628;75;3;81.23;5.69
629;75;4;102.63;9.24
630;75;6;1360.71;54.43
631;75;7;2937.59;587.52
632;75;8;2856.07;342.73
633;75;9;808.32;145.5
634;75;11;39.94;2.0
635;76;1;219.24;41.66
636;76;2;792.32;63.39
637;76;3;943.04;66.01
638;76;4;66.22;5.96
639;76;5;516.58;15.5
640;76;6;103.67;4.15
641;76;7;426.77;85.35
642;76;8;1075.21;129.03
643;76;9;665.91;119.86
644;76;10;3338.64;233.7
645;76;11;1963.5;98.18
646;77;1;553.67;105.2
647;77;2;913.79;73.1
648;77;3;998.06;69.86
649;77;5;85.42;2.56
650;77;6;597.02;23.88
651;77;7;1062.18;212.44
652;77;8;1610.33;193.24
653;77;11;390.89;19.54
654;78;1;58.13;11.04
655;78;2;810.53;64.84
656;78;3;1070.25;74.92
657;78;4;357.58;32.18
658;78;5;151.61;4.55
659;78;6;310.64;12.43
660;78;7;793.3;158.66
661;78;8;1343.94;161.27
662;78;9;47.71;8.59
663;78;10;1458.16;102.07
664;78;11;542.8;27.14
665;79;2;254.4;20.35
666;79;3;340.56;23.84
667;79;4;395.55;35.6
668;79;5;179.8;5.39
669;79;6;501.05;20.04
670;79;7;1892.53;378.51
671;79;8;1978.09;237.37
672;79;9;371.76;66.92
673;79;11;425.7;21.28
674;80;1;308.61;58.64
675;80;2;667.39;53.39
676;80;3;1209.18;84.64
677;80;4;506.91;45.62
678;80;5;584.93;17.55
679;80;6;276.06;11.04
680;80;7;1049.0;209.8
681;80;8;554.12;66.49
682;80;9;388.56;69.94
683;80;10;784.36;54.91
684;80;11;954.83;47.74
685;81;1;1364.42;259.24
686;81;2;2733.68;218.69
687;81;3;1405.95;98.42
688;81;6;1166.16;46.65
689;82;1;386.83;73.5
690;82;2;886.99;70.96
691;82;3;212.35;14.86
692;82;6;280.2;11.21
693;82;7;925.57;185.11
694;82;8;926.55;111.19
695;82;9;58.62;10.55
696;82;10;1204.84;84.34
697;82;11;1025.68;51.28
698;83;1;538.18;102.25
699;83;2;1372.81;109.82
700;83;3;143.12;10.02
701;83;4;398.14;35.83
702;83;5;625.76;18.77
703;83;6;262.88;10.52
704;83;7;2459.46;491.89
705;83;8;918.04;110.16
706;83;9;1499.42;269.9
707;83;11;1231.45;61.57
708;84;1;704.25;133.81
709;84;2;500.38;40.03
710;84;3;489.23;34.25
711;84;4;673.88;60.65
712;84;6;959.26;38.37
713;84;7;1649.12;329.82
714;84;8;3760.96;451.32
715;84;10;2599.63;181.97
716;84;11;383.1;19.16
717;85;1;799.86;151.97
718;85;2;692.06;55.36
719;85;3;913.79;63.97
720;85;4;808.08;72.73
721;85;6;2001.59;80.06
722;85;7;1529.87;305.97
723;85;8;1153.57;138.43
724;85;9;470.33;84.66
725;86;1;479.52;91.11
726;86;2;569.42;45.55
727;86;3;600.62;42.04
728;86;4;509.05;45.81
729;86;6;442.49;17.7
730;86;7;2521.55;504.31
731;86;8;2193.46;263.22
732;86;9;1009.31;181.68
733;86;10;1600.16;112.01
734;86;11;158.08;7.9
735;87;1;875.26;166.3
736;87;2;1504.88;120.39
737;87;3;717.08;50.2
738;87;5;497.64;14.93
739;87;6;381.05;15.24
740;87;7;345.14;69.03
741;87;8;3452.73;414.33
742;87;9;1336.43;240.56
743;87;11;1238.1;61.9
744;88;1;1480.45;281.29
745;88;2;1005.66;80.45
746;88;3;2558.21;179.07
747;88;6;1539.8;61.59
748;89;1;658.74;125.16
749;89;2;434.16;34.73
750;89;3;74.16;5.19
751;89;4;1104.62;99.42
752;89;5;47.94;1.44
753;89;6;345.48;13.82
754;89;7;3534.99;707.0
755;89;8;1765.82;211.9
756;89;9;1470.37;264.67
757;89;11;445.76;22.29
758;90;1;726.05;137.95
759;90;2;328.71;26.3
760;90;3;490.58;34.34
761;90;5;268.19;8.05
762;90;6;349.01;13.96
763;90;7;1961.24;392.25
764;90;8;192.26;23.07
765;90;9;300.62;54.11
766;90;10;1726.97;120.89
767;90;11;152.47;7.62
768;91;2;432.87;34.63
769;91;4;1051.48;94.63
770;91;5;368.1;11.04
771;91;6;752.36;30.09
772;91;7;1670.84;334.17
773;91;8;2218.3;266.2
774;91;9;870.98;156.78
775;92;1;638.18;121.25
776;92;2;854.47;68.36
777;92;3;985.01;68.95
778;92;5;917.9;27.54
779;92;6;821.21;32.85
780;92;7;2591.98;518.4
781;92;8;2662.75;319.53
782;92;9;514.85;92.67
783;92;10;869.56;60.87
784;92;11;268.79;13.44
785;93;1;2251.84;427.85
786;93;2;409.81;32.78
787;93;3;374.53;26.22
788;93;4;427.69;38.49
789;93;6;86.38;3.46
790;93;7;690.08;138.02
791;93;8;1570.34;188.44
792;93;9;285.63;51.41
793;93;11;859.47;42.97
794;94;1;641.11;121.81
795;94;2;475.19;38.02
796;94;3;1021.94;71.54
797;94;5;536.98;16.11
798;94;6;39.56;1.58
799;94;7;467.26;93.45
800;94;8;807.12;96.85
801;94;9;1151.59;207.29
802;94;10;2307.1;161.5
803;94;11;1531.12;76.56
804;95;1;759.62;144.33
805;95;2;1079.67;86.37
806;95;3;955.74;66.9
807;95;6;3467.28;138.69
808;96;1;248.65;47.24
809;96;2;530.91;42.47
810;96;3;399.24;27.95
811;96;5;354.61;10.64
812;96;6;1276.41;51.06
813;96;7;2828.57;565.71
814;96;8;56.68;6.8
815;96;9;110.06;19.81
816;96;10;102.86;7.2
817;96;11;1054.01;52.7
818;97;1;202.1;38.4
819;97;2;781.59;62.53
820;97;3;841.02;58.87
821;97;4;370.83;33.37
822;97;5;128.14;3.84
823;97;6;243.59;9.74
824;97;7;1941.27;388.25
825;97;8;729.31;87.52
826;97;9;139.09;25.04
827;97;11;1056.46;52.82
828;98;1;36.28;6.89
829;98;2;1061.9;84.95
830;98;3;178.66;12.51
831;98;4;848.77;76.39
832;98;5;169.55;5.09
833;98;6;1119.3;44.77
834;98;7;1910.68;382.14
835;98;8;1067.14;128.06
836;98;9;31.18;5.61
837;98;10;1321.8;92.53
838;98;11;311.76;15.59
839;99;1;747.53;142.03
840;99;2;754.39;60.35
841;99;3;4.79;0.34
842;99;4;331.81;29.86
843;99;6;1053.34;42.13
844;99;7;2071.17;414.23
845;99;8;2485.95;298.31
846;99;9;1226.44;220.76
847;99;11;1052.48;52.62
848;100;1;841.58;159.9
849;100;2;523.95;41.92
850;100;3;136.31;9.54
851;100;5;122.24;3.67
852;100;6;675.24;27.01
853;100;7;824.48;164.9
854;100;9;11.91;2.14
855;100;10;720.97;50.47
856;100;11;865.08;43.25
857;101;1;1074.78;204.21
858;101;2;557.85;44.63
859;101;3;272.72;19.09
860;101;4;80.11;7.21
861;101;5;33.17;1.0
862;101;6;631.34;25.25
863;101;7;424.36;84.87
864;101;8;3649.93;437.99
865;101;9;1427.14;256.89
866;101;11;542.52;27.13
867;102;1;1169.68;222.24
868;102;2;2529.44;202.36
869;102;3;1214.73;85.03
870;102;6;2903.73;116.15
871;103;1;946.4;179.82
872;103;2;1122.01;89.76
873;103;3;62.72;4.39
874;103;4;139.12;12.52
875;103;5;540.59;16.22
876;103;7;2385.08;477.02
877;103;8;639.4;76.73
878;103;9;140.57;25.3
879;103;11;395.29;19.76
880;104;1;880.77;167.35
881;104;2;522.99;41.84
882;104;3;953.14;66.72
883;104;5;199.28;5.98
884;104;6;535.22;21.41
885;104;7;414.03;82.81
886;104;8;1488.65;178.64
887;104;9;36.07;6.49
888;104;10;1930.43;135.13
889;104;11;715.25;35.76
890;105;1;276.42;52.52
891;105;2;1343.81;107.5
892;105;3;301.8;21.13
893;105;4;35.34;3.18
894;105;5;75.28;2.26
895;105;6;175.95;7.04
896;105;7;1522.81;304.56
897;105;8;1784.77;214.17
898;105;9;273.34;49.2
899;105;11;164.69;8.23
900;106;1;536.95;102.02
901;106;2;799.33;63.95
902;106;3;679.1;47.54
903;106;5;129.1;3.87
904;106;6;1827.91;73.12
905;106;7;1151.54;230.31
906;106;8;462.53;55.5
907;106;9;502.96;90.53
908;106;10;957.56;67.03
909;106;11;852.93;42.65
910;107;1;1738.83;330.38
911;107;2;1185.97;94.88
912;107;3;745.31;52.17
913;107;6;543.91;21.76
914;107;7;2188.99;437.8
915;107;8;3206.71;384.81
916;107;9;368.61;66.35
917;107;11;195.62;9.78
918;108;1;404.19;76.8
919;108;2;598.9;47.91
920;108;3;1825.36;127.78
921;108;4;187.26;16.85
922;108;5;349.89;10.5
923;108;6;373.86;14.95
924;108;7;863.82;172.76
925;108;8;2075.25;249.03
926;108;9;137.16;24.69
927;108;10;693.06;48.51
928;108;11;1019.49;50.97
929;109;1;1988.57;377.83
930;109;2;2692.27;215.38
931;109;3;2851.05;199.57
932;109;6;2530.38;101.22
933;110;1;525.64;99.87
934;110;3;988.75;69.21
935;110;4;57.56;5.18
936;110;6;819.5;32.78
937;110;7;1847.13;369.43
938;110;8;372.53;44.7
939;110;9;330.2;59.44
940;110;10;426.32;29.84
941;110;11;1367.31;68.37
942;111;1;1230.61;233.82
943;111;3;215.56;15.09
944;111;6;1479.4;59.18
945;111;7;1306.45;261.29
946;111;8;1881.72;225.81
947;111;9;1671.59;300.89
948;111;11;657.52;32.88
949;112;1;617.22;117.27
950;112;2;437.1;34.97
951;112;3;963.71;67.46
952;112;4;111.87;10.07
953;112;5;700.17;21.01
954;112;6;429.88;17.2
955;112;7;2342.3;468.46
956;112;8;632.02;75.84
957;112;9;317.56;57.16
958;112;10;697.35;48.81
959;112;11;185.02;9.25
960;113;1;1250.53;237.6
961;113;2;696.4;55.71
962;113;3;1054.32;73.8
963;113;4;475.15;42.76
964;113;6;700.16;28.01
965;113;7;1903.39;380.68
966;113;8;1681.65;201.8
967;113;11;692.88;34.64
