"AddressID";"Customer_CustomerID";"Postcode";"ValidUntilDate";"IsCurrentAddress";"version";"date_from";"date_to"
75;71;"812";"";1;1;"1900-01-01";"2200-01-01"
76;72;"815";"";1;1;"1900-01-01";"2200-01-01"
77;73;"810";"";1;1;"1900-01-01";"2200-01-01"
78;74;"810";"";1;1;"1900-01-01";"2200-01-01"
79;75;"810";"";1;1;"1900-01-01";"2200-01-01"
80;76;"815";"";1;1;"1900-01-01";"2200-01-01"
81;77;"835";"";1;1;"1900-01-01";"2200-01-01"
82;78;"800";"";1;1;"1900-01-01";"2200-01-01"
83;79;"812";"";1;1;"1900-01-01";"2200-01-01"
84;80;"812";"";1;1;"1900-01-01";"2200-01-01"
85;81;"815";"";1;1;"1900-01-01";"2200-01-01"
86;82;"810";"";1;1;"1900-01-01";"2200-01-01"
87;83;"812";"";1;1;"1900-01-01";"2200-01-01"
88;84;"810";"";1;1;"1900-01-01";"2200-01-01"
89;85;"841";"";1;1;"1900-01-01";"2200-01-01"
90;86;"812";"";1;1;"1900-01-01";"2200-01-01"
91;87;"810";"";1;1;"1900-01-01";"2200-01-01"
92;88;"812";"";1;1;"1900-01-01";"2200-01-01"
93;89;"812";"";1;1;"1900-01-01";"2200-01-01"
94;90;"812";"";1;1;"1900-01-01";"2200-01-01"
95;91;"810";"2017-11-20";0;1;"1900-01-01";"2019-02-02"
96;91;"835";"";1;2;"2019-02-02";"2200-01-01"
97;92;"810";"";1;1;"1900-01-01";"2200-01-01"
98;93;"810";"";1;1;"1900-01-01";"2200-01-01"
99;94;"810";"";1;1;"1900-01-01";"2200-01-01"
100;95;"812";"";1;1;"1900-01-01";"2200-01-01"
101;96;"815";"";1;1;"1900-01-01";"2200-01-01"
102;97;"841";"";1;1;"1900-01-01";"2200-01-01"
103;98;"810";"";1;1;"1900-01-01";"2200-01-01"
104;99;"812";"";1;1;"1900-01-01";"2200-01-01"
105;100;"835";"";1;1;"1900-01-01";"2200-01-01"
106;101;"800";"";1;1;"1900-01-01";"2200-01-01"
107;102;"812";"";1;1;"1900-01-01";"2200-01-01"
108;103;"800";"";1;1;"1900-01-01";"2200-01-01"
109;104;"839";"";1;1;"1900-01-01";"2200-01-01"
110;105;"810";"";1;1;"1900-01-01";"2200-01-01"
111;106;"839";"";1;1;"1900-01-01";"2200-01-01"
112;107;"810";"";1;1;"1900-01-01";"2200-01-01"
113;108;"810";"";1;1;"1900-01-01";"2200-01-01"
114;109;"841";"";1;1;"1900-01-01";"2200-01-01"
115;110;"810";"";1;1;"1900-01-01";"2200-01-01"
116;111;"835";"";1;1;"1900-01-01";"2200-01-01"
117;112;"810";"";1;1;"1900-01-01";"2200-01-01"
118;113;"812";"";1;1;"1900-01-01";"2200-01-01"
119;114;"810";"";1;1;"1900-01-01";"2200-01-01"
120;115;"812";"";1;1;"1900-01-01";"2200-01-01"
121;116;"810";"2017-02-24";0;1;"1900-01-01";"2019-02-02"
122;116;"800";"";1;2;"2019-02-02";"2200-01-01"
123;117;"810";"";1;1;"1900-01-01";"2200-01-01"
124;118;"810";"";1;1;"1900-01-01";"2200-01-01"
125;119;"812";"";1;1;"1900-01-01";"2200-01-01"
126;120;"810";"";1;1;"1900-01-01";"2200-01-01"
127;121;"810";"";1;1;"1900-01-01";"2200-01-01"
128;122;"810";"";1;1;"1900-01-01";"2200-01-01"
129;123;"841";"";1;1;"1900-01-01";"2200-01-01"
130;124;"810";"";1;1;"1900-01-01";"2200-01-01"
131;125;"810";"";1;1;"1900-01-01";"2200-01-01"
132;126;"810";"";1;1;"1900-01-01";"2200-01-01"
133;127;"800";"";1;1;"1900-01-01";"2200-01-01"
134;128;"835";"";1;1;"1900-01-01";"2200-01-01"
135;129;"810";"";1;1;"1900-01-01";"2200-01-01"
136;130;"800";"";1;1;"1900-01-01";"2200-01-01"
137;131;"812";"";1;1;"1900-01-01";"2200-01-01"
138;132;"810";"";1;1;"1900-01-01";"2200-01-01"
139;133;"839";"";1;1;"1900-01-01";"2200-01-01"
140;134;"810";"";1;1;"1900-01-01";"2200-01-01"
141;135;"810";"";1;1;"1900-01-01";"2200-01-01"
142;136;"812";"";1;1;"1900-01-01";"2200-01-01"
143;137;"800";"";1;1;"1900-01-01";"2200-01-01"
144;138;"810";"";1;1;"1900-01-01";"2200-01-01"
145;139;"815";"";1;1;"1900-01-01";"2200-01-01"
146;140;"815";"";1;1;"1900-01-01";"2200-01-01"
147;141;"810";"";1;1;"1900-01-01";"2200-01-01"
148;142;"810";"";1;1;"1900-01-01";"2200-01-01"
149;143;"812";"";1;1;"1900-01-01";"2200-01-01"
150;144;"800";"";1;1;"1900-01-01";"2200-01-01"
151;145;"835";"";1;1;"1900-01-01";"2200-01-01"
152;146;"810";"";1;1;"1900-01-01";"2200-01-01"
153;147;"815";"";1;1;"1900-01-01";"2200-01-01"
154;148;"812";"";1;1;"1900-01-01";"2200-01-01"
155;149;"835";"2017-01-17";0;1;"1900-01-01";"2019-02-02"
156;149;"812";"";1;2;"2019-02-02";"2200-01-01"
157;150;"815";"";1;1;"1900-01-01";"2200-01-01"
158;151;"800";"";1;1;"1900-01-01";"2200-01-01"
159;152;"810";"";1;1;"1900-01-01";"2200-01-01"
160;153;"810";"";1;1;"1900-01-01";"2200-01-01"
161;154;"815";"";1;1;"1900-01-01";"2200-01-01"
162;155;"810";"";1;1;"1900-01-01";"2200-01-01"
163;156;"810";"";1;1;"1900-01-01";"2200-01-01"
164;157;"800";"";1;1;"1900-01-01";"2200-01-01"
165;158;"810";"";1;1;"1900-01-01";"2200-01-01"
166;159;"810";"";1;1;"1900-01-01";"2200-01-01"
167;160;"800";"";1;1;"1900-01-01";"2200-01-01"
168;161;"812";"";1;1;"1900-01-01";"2200-01-01"
169;162;"812";"";1;1;"1900-01-01";"2200-01-01"
170;163;"812";"";1;1;"1900-01-01";"2200-01-01"
171;164;"841";"";1;1;"1900-01-01";"2200-01-01"
172;165;"812";"";1;1;"1900-01-01";"2200-01-01"
173;166;"810";"";1;1;"1900-01-01";"2200-01-01"
174;167;"810";"";1;1;"1900-01-01";"2200-01-01"
175;168;"810";"";1;1;"1900-01-01";"2200-01-01"
176;169;"800";"";1;1;"1900-01-01";"2200-01-01"
177;170;"800";"";1;1;"1900-01-01";"2200-01-01"
178;171;"800";"";1;1;"1900-01-01";"2200-01-01"
179;172;"810";"";1;1;"1900-01-01";"2200-01-01"
180;173;"812";"";1;1;"1900-01-01";"2200-01-01"
181;174;"800";"";1;1;"1900-01-01";"2200-01-01"
182;175;"810";"";1;1;"1900-01-01";"2200-01-01"
183;176;"815";"";1;1;"1900-01-01";"2200-01-01"
184;177;"810";"";1;1;"1900-01-01";"2200-01-01"
185;178;"810";"";1;1;"1900-01-01";"2200-01-01"
186;179;"815";"";1;1;"1900-01-01";"2200-01-01"
187;180;"810";"";1;1;"1900-01-01";"2200-01-01"
188;181;"810";"";1;1;"1900-01-01";"2200-01-01"
189;182;"810";"";1;1;"1900-01-01";"2200-01-01"
190;183;"812";"";1;1;"1900-01-01";"2200-01-01"
191;184;"810";"";1;1;"1900-01-01";"2200-01-01"
192;185;"812";"";1;1;"1900-01-01";"2200-01-01"
193;186;"810";"";1;1;"1900-01-01";"2200-01-01"
194;187;"812";"";1;1;"1900-01-01";"2200-01-01"
195;188;"800";"";1;1;"1900-01-01";"2200-01-01"
196;189;"810";"";1;1;"1900-01-01";"2200-01-01"
197;190;"800";"";1;1;"1900-01-01";"2200-01-01"
198;191;"812";"";1;1;"1900-01-01";"2200-01-01"
199;192;"812";"";1;1;"1900-01-01";"2200-01-01"
200;193;"810";"";1;1;"1900-01-01";"2200-01-01"
201;194;"810";"";1;1;"1900-01-01";"2200-01-01"
202;195;"812";"";1;1;"1900-01-01";"2200-01-01"
203;196;"812";"";1;1;"1900-01-01";"2200-01-01"
204;197;"841";"";1;1;"1900-01-01";"2200-01-01"
205;198;"810";"";1;1;"1900-01-01";"2200-01-01"
206;199;"800";"";1;1;"1900-01-01";"2200-01-01"
207;200;"815";"";1;1;"1900-01-01";"2200-01-01"
208;201;"810";"";1;1;"1900-01-01";"2200-01-01"
209;202;"810";"";1;1;"1900-01-01";"2200-01-01"
210;203;"815";"";1;1;"1900-01-01";"2200-01-01"
211;204;"810";"";1;1;"1900-01-01";"2200-01-01"
212;205;"810";"";1;1;"1900-01-01";"2200-01-01"
213;206;"810";"";1;1;"1900-01-01";"2200-01-01"
214;207;"841";"";1;1;"1900-01-01";"2200-01-01"
215;208;"812";"";1;1;"1900-01-01";"2200-01-01"
216;209;"810";"";1;1;"1900-01-01";"2200-01-01"
217;210;"810";"";1;1;"1900-01-01";"2200-01-01"
218;211;"839";"";1;1;"1900-01-01";"2200-01-01"
219;212;"812";"";1;1;"1900-01-01";"2200-01-01"
220;213;"812";"";1;1;"1900-01-01";"2200-01-01"
221;214;"810";"";1;1;"1900-01-01";"2200-01-01"
222;215;"800";"";1;1;"1900-01-01";"2200-01-01"
223;216;"812";"";1;1;"1900-01-01";"2200-01-01"
224;217;"800";"";1;1;"1900-01-01";"2200-01-01"
225;218;"810";"";1;1;"1900-01-01";"2200-01-01"
226;219;"815";"";1;1;"1900-01-01";"2200-01-01"
227;220;"835";"";1;1;"1900-01-01";"2200-01-01"
228;221;"810";"";1;1;"1900-01-01";"2200-01-01"
229;222;"810";"";1;1;"1900-01-01";"2200-01-01"
230;223;"810";"";1;1;"1900-01-01";"2200-01-01"
231;224;"810";"";1;1;"1900-01-01";"2200-01-01"
232;225;"810";"";1;1;"1900-01-01";"2200-01-01"
233;226;"810";"";1;1;"1900-01-01";"2200-01-01"
234;227;"800";"";1;1;"1900-01-01";"2200-01-01"
235;228;"810";"";1;1;"1900-01-01";"2200-01-01"
236;229;"841";"";1;1;"1900-01-01";"2200-01-01"
237;230;"810";"";1;1;"1900-01-01";"2200-01-01"
238;231;"810";"";1;1;"1900-01-01";"2200-01-01"
239;232;"810";"";1;1;"1900-01-01";"2200-01-01"
240;233;"812";"";1;1;"1900-01-01";"2200-01-01"
241;234;"812";"";1;1;"1900-01-01";"2200-01-01"
242;235;"812";"";1;1;"1900-01-01";"2200-01-01"
243;236;"812";"";1;1;"1900-01-01";"2200-01-01"
244;237;"812";"";1;1;"1900-01-01";"2200-01-01"
245;238;"810";"";1;1;"1900-01-01";"2200-01-01"
246;239;"810";"";1;1;"1900-01-01";"2200-01-01"
247;240;"810";"";1;1;"1900-01-01";"2200-01-01"
248;241;"800";"";1;1;"1900-01-01";"2200-01-01"
249;242;"800";"";1;1;"1900-01-01";"2200-01-01"
250;243;"812";"";1;1;"1900-01-01";"2200-01-01"
251;244;"812";"";1;1;"1900-01-01";"2200-01-01"
252;245;"810";"";1;1;"1900-01-01";"2200-01-01"
253;246;"810";"";1;1;"1900-01-01";"2200-01-01"
254;247;"810";"";1;1;"1900-01-01";"2200-01-01"
255;248;"810";"";1;1;"1900-01-01";"2200-01-01"
256;249;"810";"";1;1;"1900-01-01";"2200-01-01"
257;250;"810";"";1;1;"1900-01-01";"2200-01-01"
258;251;"815";"";1;1;"1900-01-01";"2200-01-01"
259;252;"812";"";1;1;"1900-01-01";"2200-01-01"
260;253;"815";"";1;1;"1900-01-01";"2200-01-01"
261;254;"812";"";1;1;"1900-01-01";"2200-01-01"
262;255;"810";"";1;1;"1900-01-01";"2200-01-01"
263;256;"810";"";1;1;"1900-01-01";"2200-01-01"
264;257;"810";"";1;1;"1900-01-01";"2200-01-01"
265;258;"810";"";1;1;"1900-01-01";"2200-01-01"
266;259;"810";"";1;1;"1900-01-01";"2200-01-01"
267;260;"812";"";1;1;"1900-01-01";"2200-01-01"
268;261;"810";"";1;1;"1900-01-01";"2200-01-01"
269;262;"815";"";1;1;"1900-01-01";"2200-01-01"
270;263;"810";"";1;1;"1900-01-01";"2200-01-01"
271;264;"810";"";1;1;"1900-01-01";"2200-01-01"
272;265;"810";"";1;1;"1900-01-01";"2200-01-01"
273;266;"812";"";1;1;"1900-01-01";"2200-01-01"
274;267;"810";"";1;1;"1900-01-01";"2200-01-01"
275;268;"812";"";1;1;"1900-01-01";"2200-01-01"
276;269;"810";"";1;1;"1900-01-01";"2200-01-01"
277;270;"839";"";1;1;"1900-01-01";"2200-01-01"
278;271;"800";"";1;1;"1900-01-01";"2200-01-01"
279;272;"810";"";1;1;"1900-01-01";"2200-01-01"
280;273;"810";"";1;1;"1900-01-01";"2200-01-01"
281;274;"812";"";1;1;"1900-01-01";"2200-01-01"
282;275;"812";"";1;1;"1900-01-01";"2200-01-01"
283;276;"800";"";1;1;"1900-01-01";"2200-01-01"
284;277;"812";"";1;1;"1900-01-01";"2200-01-01"
285;278;"810";"";1;1;"1900-01-01";"2200-01-01"
286;279;"810";"";1;1;"1900-01-01";"2200-01-01"
287;280;"810";"";1;1;"1900-01-01";"2200-01-01"
288;281;"810";"";1;1;"1900-01-01";"2200-01-01"
289;282;"810";"";1;1;"1900-01-01";"2200-01-01"
290;283;"810";"";1;1;"1900-01-01";"2200-01-01"
291;284;"835";"";1;1;"1900-01-01";"2200-01-01"
292;285;"810";"";1;1;"1900-01-01";"2200-01-01"
293;286;"810";"";1;1;"1900-01-01";"2200-01-01"
294;287;"810";"";1;1;"1900-01-01";"2200-01-01"
295;288;"810";"";1;1;"1900-01-01";"2200-01-01"
296;289;"835";"";1;1;"1900-01-01";"2200-01-01"
297;290;"810";"";1;1;"1900-01-01";"2200-01-01"
298;291;"812";"";1;1;"1900-01-01";"2200-01-01"
299;292;"810";"";1;1;"1900-01-01";"2200-01-01"
300;293;"810";"";1;1;"1900-01-01";"2200-01-01"
301;294;"810";"";1;1;"1900-01-01";"2200-01-01"
302;295;"810";"";1;1;"1900-01-01";"2200-01-01"
303;296;"839";"";1;1;"1900-01-01";"2200-01-01"
304;297;"810";"";1;1;"1900-01-01";"2200-01-01"
305;298;"810";"";1;1;"1900-01-01";"2200-01-01"
306;299;"835";"";1;1;"1900-01-01";"2200-01-01"
307;300;"812";"";1;1;"1900-01-01";"2200-01-01"
308;301;"810";"";1;1;"1900-01-01";"2200-01-01"
309;302;"800";"";1;1;"1900-01-01";"2200-01-01"
310;303;"812";"";1;1;"1900-01-01";"2200-01-01"
311;304;"810";"";1;1;"1900-01-01";"2200-01-01"
312;305;"812";"";1;1;"1900-01-01";"2200-01-01"
313;306;"812";"";1;1;"1900-01-01";"2200-01-01"
314;307;"812";"";1;1;"1900-01-01";"2200-01-01"
315;308;"812";"";1;1;"1900-01-01";"2200-01-01"
316;309;"835";"";1;1;"1900-01-01";"2200-01-01"
317;310;"839";"";1;1;"1900-01-01";"2200-01-01"
318;311;"810";"";1;1;"1900-01-01";"2200-01-01"
319;312;"815";"";1;1;"1900-01-01";"2200-01-01"
320;313;"810";"";1;1;"1900-01-01";"2200-01-01"
321;314;"810";"";1;1;"1900-01-01";"2200-01-01"
322;315;"802";"";1;1;"1900-01-01";"2200-01-01"
323;316;"810";"";1;1;"1900-01-01";"2200-01-01"
324;317;"812";"";1;1;"1900-01-01";"2200-01-01"
325;318;"812";"";1;1;"1900-01-01";"2200-01-01"
326;319;"810";"";1;1;"1900-01-01";"2200-01-01"
327;320;"812";"";1;1;"1900-01-01";"2200-01-01"
328;321;"810";"";1;1;"1900-01-01";"2200-01-01"
329;322;"810";"";1;1;"1900-01-01";"2200-01-01"
330;323;"810";"";1;1;"1900-01-01";"2200-01-01"
331;324;"839";"";1;1;"1900-01-01";"2200-01-01"
332;325;"810";"";1;1;"1900-01-01";"2200-01-01"
333;326;"810";"";1;1;"1900-01-01";"2200-01-01"
334;327;"812";"";1;1;"1900-01-01";"2200-01-01"
335;328;"810";"";1;1;"1900-01-01";"2200-01-01"
336;329;"810";"";1;1;"1900-01-01";"2200-01-01"
337;330;"810";"";1;1;"1900-01-01";"2200-01-01"
338;331;"812";"";1;1;"1900-01-01";"2200-01-01"
339;332;"810";"";1;1;"1900-01-01";"2200-01-01"
340;333;"812";"";1;1;"1900-01-01";"2200-01-01"
341;334;"812";"";1;1;"1900-01-01";"2200-01-01"
342;335;"810";"";1;1;"1900-01-01";"2200-01-01"
343;336;"841";"";1;1;"1900-01-01";"2200-01-01"
344;337;"812";"";1;1;"1900-01-01";"2200-01-01"
345;338;"810";"";1;1;"1900-01-01";"2200-01-01"
346;339;"812";"";1;1;"1900-01-01";"2200-01-01"
347;340;"810";"";1;1;"1900-01-01";"2200-01-01"
348;341;"815";"";1;1;"1900-01-01";"2200-01-01"
349;342;"810";"";1;1;"1900-01-01";"2200-01-01"
350;343;"810";"";1;1;"1900-01-01";"2200-01-01"
351;344;"810";"";1;1;"1900-01-01";"2200-01-01"
352;345;"810";"";1;1;"1900-01-01";"2200-01-01"
353;346;"810";"";1;1;"1900-01-01";"2200-01-01"
354;347;"810";"";1;1;"1900-01-01";"2200-01-01"
355;348;"810";"";1;1;"1900-01-01";"2200-01-01"
356;349;"810";"";1;1;"1900-01-01";"2200-01-01"
357;350;"810";"";1;1;"1900-01-01";"2200-01-01"
358;351;"812";"";1;1;"1900-01-01";"2200-01-01"
359;352;"812";"";1;1;"1900-01-01";"2200-01-01"
360;353;"812";"";1;1;"1900-01-01";"2200-01-01"
361;354;"810";"";1;1;"1900-01-01";"2200-01-01"
362;355;"810";"";1;1;"1900-01-01";"2200-01-01"
363;356;"810";"";1;1;"1900-01-01";"2200-01-01"
364;357;"812";"";1;1;"1900-01-01";"2200-01-01"
365;358;"810";"";1;1;"1900-01-01";"2200-01-01"
366;359;"812";"";1;1;"1900-01-01";"2200-01-01"
367;360;"810";"";1;1;"1900-01-01";"2200-01-01"
368;361;"802";"";1;1;"1900-01-01";"2200-01-01"
369;362;"841";"";1;1;"1900-01-01";"2200-01-01"
370;363;"839";"";1;1;"1900-01-01";"2200-01-01"
371;364;"815";"";1;1;"1900-01-01";"2200-01-01"
372;365;"812";"";1;1;"1900-01-01";"2200-01-01"
373;366;"810";"";1;1;"1900-01-01";"2200-01-01"
374;367;"810";"";1;1;"1900-01-01";"2200-01-01"
375;368;"841";"";1;1;"1900-01-01";"2200-01-01"
376;369;"835";"";1;1;"1900-01-01";"2200-01-01"
377;370;"810";"";1;1;"1900-01-01";"2200-01-01"
378;371;"839";"";1;1;"1900-01-01";"2200-01-01"
379;372;"810";"";1;1;"1900-01-01";"2200-01-01"
380;373;"810";"";1;1;"1900-01-01";"2200-01-01"
381;374;"815";"";1;1;"1900-01-01";"2200-01-01"
382;375;"841";"";1;1;"1900-01-01";"2200-01-01"
383;376;"810";"";1;1;"1900-01-01";"2200-01-01"
384;377;"810";"";1;1;"1900-01-01";"2200-01-01"
385;378;"810";"";1;1;"1900-01-01";"2200-01-01"
386;379;"810";"";1;1;"1900-01-01";"2200-01-01"
387;380;"812";"";1;1;"1900-01-01";"2200-01-01"
388;381;"835";"";1;1;"1900-01-01";"2200-01-01"
389;382;"802";"";1;1;"1900-01-01";"2200-01-01"
390;383;"841";"";1;1;"1900-01-01";"2200-01-01"
391;384;"812";"";1;1;"1900-01-01";"2200-01-01"
392;385;"810";"";1;1;"1900-01-01";"2200-01-01"
393;386;"802";"";1;1;"1900-01-01";"2200-01-01"
394;387;"802";"";1;1;"1900-01-01";"2200-01-01"
395;388;"810";"2018-08-26";0;1;"1900-01-01";"2019-02-02"
396;388;"810";"";1;2;"2019-02-02";"2200-01-01"
397;389;"812";"";1;1;"1900-01-01";"2200-01-01"
398;390;"810";"";1;1;"1900-01-01";"2200-01-01"
399;391;"810";"";1;1;"1900-01-01";"2200-01-01"
400;392;"812";"";1;1;"1900-01-01";"2200-01-01"
401;393;"810";"";1;1;"1900-01-01";"2200-01-01"
402;394;"812";"";1;1;"1900-01-01";"2200-01-01"
403;395;"810";"";1;1;"1900-01-01";"2200-01-01"
404;396;"810";"";1;1;"1900-01-01";"2200-01-01"
405;397;"810";"";1;1;"1900-01-01";"2200-01-01"
406;398;"835";"";1;1;"1900-01-01";"2200-01-01"
407;399;"810";"";1;1;"1900-01-01";"2200-01-01"
408;400;"812";"";1;1;"1900-01-01";"2200-01-01"
409;401;"835";"";1;1;"1900-01-01";"2200-01-01"
410;402;"810";"";1;1;"1900-01-01";"2200-01-01"
411;403;"810";"";1;1;"1900-01-01";"2200-01-01"
412;404;"815";"";1;1;"1900-01-01";"2200-01-01"
413;405;"802";"";1;1;"1900-01-01";"2200-01-01"
414;406;"812";"";1;1;"1900-01-01";"2200-01-01"
415;407;"810";"";1;1;"1900-01-01";"2200-01-01"
416;408;"812";"";1;1;"1900-01-01";"2200-01-01"
417;409;"810";"";1;1;"1900-01-01";"2200-01-01"
418;410;"810";"";1;1;"1900-01-01";"2200-01-01"
419;411;"810";"";1;1;"1900-01-01";"2200-01-01"
420;412;"835";"";1;1;"1900-01-01";"2200-01-01"
421;413;"810";"";1;1;"1900-01-01";"2200-01-01"
422;414;"815";"";1;1;"1900-01-01";"2200-01-01"
423;415;"815";"";1;1;"1900-01-01";"2200-01-01"
424;416;"812";"";1;1;"1900-01-01";"2200-01-01"
425;417;"812";"";1;1;"1900-01-01";"2200-01-01"
426;418;"812";"";1;1;"1900-01-01";"2200-01-01"
427;419;"810";"";1;1;"1900-01-01";"2200-01-01"
428;420;"810";"";1;1;"1900-01-01";"2200-01-01"
429;421;"810";"";1;1;"1900-01-01";"2200-01-01"
430;422;"810";"";1;1;"1900-01-01";"2200-01-01"
431;423;"802";"";1;1;"1900-01-01";"2200-01-01"
432;424;"812";"2015-06-11";0;1;"1900-01-01";"2019-02-02"
433;424;"815";"";1;2;"2019-02-02";"2200-01-01"
434;425;"810";"";1;1;"1900-01-01";"2200-01-01"
435;426;"802";"";1;1;"1900-01-01";"2200-01-01"
436;427;"812";"";1;1;"1900-01-01";"2200-01-01"
437;428;"810";"";1;1;"1900-01-01";"2200-01-01"
438;429;"839";"";1;1;"1900-01-01";"2200-01-01"
439;430;"810";"";1;1;"1900-01-01";"2200-01-01"
440;431;"802";"";1;1;"1900-01-01";"2200-01-01"
441;432;"815";"";1;1;"1900-01-01";"2200-01-01"
442;433;"812";"2017-06-30";0;1;"1900-01-01";"2019-02-02"
443;433;"810";"";1;2;"2019-02-02";"2200-01-01"
444;434;"812";"";1;1;"1900-01-01";"2200-01-01"
445;435;"810";"";1;1;"1900-01-01";"2200-01-01"
446;436;"812";"";1;1;"1900-01-01";"2200-01-01"
447;437;"812";"";1;1;"1900-01-01";"2200-01-01"
448;438;"810";"";1;1;"1900-01-01";"2200-01-01"
449;439;"800";"";1;1;"1900-01-01";"2200-01-01"
450;440;"812";"";1;1;"1900-01-01";"2200-01-01"
451;441;"812";"";1;1;"1900-01-01";"2200-01-01"
452;442;"810";"";1;1;"1900-01-01";"2200-01-01"
453;443;"810";"";1;1;"1900-01-01";"2200-01-01"
454;444;"812";"";1;1;"1900-01-01";"2200-01-01"
455;445;"810";"";1;1;"1900-01-01";"2200-01-01"
456;446;"812";"";1;1;"1900-01-01";"2200-01-01"
457;447;"810";"";1;1;"1900-01-01";"2200-01-01"
458;448;"835";"";1;1;"1900-01-01";"2200-01-01"
459;449;"815";"";1;1;"1900-01-01";"2200-01-01"
460;450;"810";"";1;1;"1900-01-01";"2200-01-01"
